0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,timestamp
0.7834644360896512,0.34344305909887707,0.7824923105877699,0.009854553899441787,0.039921353565951834,0.14306387537081655,0.5483109866602311,0.7096574251612606,0.30814500476542195,0.5710098910720928,0.6528229813445914,0.4558922762469799,0.6576874095200466,0.8209492465522095,0.41088782818183534,0.8555283284981697,0.35957526601316436,0.13828168710349853,0.9399972450535681,0.7507894462905482,0.9807609930979453,0.01274684864487552,0.7496847309776015,0.18981327650039392,0.7598671790894133,0.3159264301884537,0.29541044104460457,0.7828939145144342,0.9188229787662678,0.45665517888532514,0.16998824499536758,0.6870291718341369,0.4984144922505104,0.5768295165823821,0.9685839384580471,0.5973152181485867,0.04069202108519521,0.3364857396583957,0.5913625449492721,0.6723807482144227,0.9299185455106784,2025-04-27 18:32:20.243429
0.3116724084830027,0.36728521758164934,0.5069971571297238,0.5210328824092174,0.8784870534925215,0.5432021411657894,0.3710411971629628,0.05420794342307966,0.6086009788207465,0.44729870440306474,0.018672643429061275,0.9332986966090749,0.6789347248416204,0.015482399491230092,0.9246790654957477,0.6459741700949698,0.4886035811883296,0.8189864343149671,0.9511011344275279,0.3695151512608197,0.3090227572266623,0.7268767849659719,0.8019380076883288,0.4423897561881982,0.7189534064095776,0.36248136207225623,0.04221338585547041,0.45056664539071,0.888028258968592,0.3469416578680663,0.43374183878801886,0.5296183872420177,0.6452478030637684,0.38709898507336804,0.3890630014459925,0.17818632896585151,0.6858959879070641,0.5108502323554914,0.9126126018347193,0.23779150318879727,0.8453212661468846,2025-04-27 18:32:21.273357
0.9364404357427101,0.749625689011756,0.7050324944730535,0.7608309178641824,0.1955550701188321,0.46844395518671855,0.22624321196050134,0.9751583816937334,0.3337971400778035,0.8996572084598972,0.8914716927511045,0.5832395474208542,0.9571024511308404,0.14797266977460077,0.9621515413709455,0.6418830615883244,0.23054188857058722,0.9297493903431358,0.7707176669317859,0.3538239238974945,0.5403814499450613,0.5519218008997574,0.6571916295751886,0.9469698040370987,0.3635694800178467,0.011664976391255966,0.8932156834994119,0.4953889595136729,0.33951048414023743,0.008017806612513056,0.23431750432050313,0.4555485222793543,0.3120262915554364,0.6270976419278661,0.6145288661064632,0.41900407735816314,0.875496442790902,0.0946024158155353,0.3505805456603823,0.5020582698728346,0.34469649045560413,2025-04-27 18:32:22.292784
0.8108498968456005,0.8134885220371991,0.12339819380814043,0.35735570514379544,0.7170149123970937,0.13508414357006626,0.11082970390608149,0.5818556095587825,0.03410180971104759,0.5074828172622002,0.6576807995916278,0.007347573685994924,0.6453315701049157,0.6531154557027143,0.4192010239526246,0.02198904136739399,0.7147840829027542,0.3050192721256305,0.967583706699394,0.9057057251059533,0.45699962155847484,0.8609373443369284,0.992273873422753,0.6196260286247256,0.8570101700463099,0.24952523022091833,0.8203599043871863,0.20416117307136294,0.6093885677668668,0.7501300631924868,0.6959746642912781,0.271044729555587,0.34981800993356427,0.6537693711148552,0.5400222914348102,0.49213760674689033,0.46820861598727326,0.35357414584552427,0.9586831650294952,0.04945938926192095,0.5855570757510574,2025-04-27 18:32:23.305605
0.5522252332871667,0.6753855603499269,0.5732995068205032,0.5087417103006164,0.0763279811784402,0.5963789357901641,0.3233605880837821,0.5545791582293409,0.8167616685030207,0.40279547366204105,0.018684731798318865,0.7965581255017367,0.047906055639136524,0.4097860083976933,0.6333003037496322,0.024470839465995375,0.15025332088940213,0.6366137014436946,0.5168593225807897,0.7691555484799514,0.8314975070270856,0.7826274351543128,0.3983623914950788,0.44019293701421125,0.3471923054495085,0.8667550491975773,0.9155522643370861,0.6991635429439135,0.059570767079510145,0.9493776986578931,0.6422944997767852,0.5302235696223625,0.8983411918535293,0.36539653919958104,0.5418968558767252,0.21391113214677837,0.4327935672108906,0.08698607433692374,0.440542141526049,0.3792940696358774,0.5418501270125448,2025-04-27 18:32:24.322229
0.710799234110891,0.9073277768239713,0.5952748637471005,0.7504334955511318,0.19357524001933157,0.4213216314664554,0.5149621235554395,0.8920506659432577,0.06443637104296607,0.6480264236227948,0.7488107864692811,0.8474737429828706,0.0424624886991839,0.15047201215418526,0.8180065660065342,0.3481605284933931,0.4028529419626793,0.7994601904506624,0.35553695471861957,0.25974352428958236,0.3060437582957386,0.8303852704620137,0.35049745317393,0.3965798906657023,0.6297338374877084,0.35067701738772106,0.6338671262728418,0.7281699752279446,0.1300576185437703,0.8666828771465461,0.8226179177896197,0.6786396626686488,0.014289268372331021,0.8320122014425185,0.43245256246119235,0.2895061321440272,0.8955131569553175,0.4281270195541197,0.197500452484193,0.7292013157286298,0.8624903071100872,2025-04-27 18:32:25.332402
0.9048666539000811,0.20109303785617938,0.8164334645385879,0.5909734685501801,0.9432656316429886,0.9584607815322298,0.46691194026404037,0.2617046032389303,0.6123489711256273,0.12166365851208394,0.7191749073238067,0.14672529382096355,0.362351406448558,0.8535002723420836,0.6297983804856174,0.37060217656932737,0.48397774369649627,0.5463481874244174,0.7008444696610341,0.5304045873288609,0.09509722294269529,0.5003800947713493,0.9891853909727633,0.6863413469027048,0.5780922337135521,0.08944951453186456,0.19826467446088958,0.813577168983904,0.16154801728285317,0.7543699012186085,0.508100011930469,0.9576477245067299,0.8644166124252979,0.2951440342502334,0.9151055963207374,0.5519361655537368,0.5876276933068068,0.3466873027056955,0.25711678876595945,0.8098577594366463,0.4472339688248185,2025-04-27 18:32:27.356944
0.05417649670578151,0.8676854873239981,0.42039360845410756,0.5949972169320797,0.2695903056387924,0.6781399966495364,0.8076058982775663,0.898664891728265,0.5779901322514863,0.09763335891071834,0.16400414669011798,0.6168399926026156,0.2079521356175843,0.027820767415487446,0.7136693242145093,0.5654796441545088,0.985929955297242,0.26296787978251546,0.7836746613475449,0.08118632752646726,0.4946279185580772,0.34226022733608685,0.3310250653049901,0.9943160254422566,0.4907511406082581,0.4538019531506552,0.9638308074855921,0.609772075920171,0.300419599002968,0.2417822205361656,0.9150055133500298,0.5108634382058402,0.06009752454966921,0.05818669033602819,0.8871809392927482,0.8693030924496497,0.1276729700785736,0.10661316860574666,0.6459878264847035,0.5367011844839381,0.4471372492722753,2025-04-27 18:32:28.365785
0.03225316909941611,0.05274958365715343,0.4186380005294209,0.6983951248717786,0.28774636828638545,0.4080824899987554,0.5286930586367198,0.227611012078343,0.6078466718121727,0.23033606575392862,0.6778995565912639,0.1950064563112055,0.8760871786757374,0.40640624613219556,0.25233397090997045,0.3698330622021262,0.4094748537340337,0.4249604179862967,0.37274367273876263,0.8457881947734206,0.8189836852865273,0.82690632675258,0.3153159772276054,0.47016928310323347,0.6555955668198437,0.6726028392577595,0.5950243058636032,0.5334618187452189,0.15126376727921764,0.01941965368998355,0.41386393575942015,0.756386554950757,0.4978274406393708,0.055495798773885996,0.2662339392268932,0.4589577522628632,0.4843046606942496,0.2629399464139486,0.4120799781696247,0.5820549730732744,0.6053370753354923,2025-04-27 18:32:29.375839
0.4679303804877475,0.24869028653908176,0.7629991464397269,0.3975560366665265,0.8284135165662178,0.243632527449397,0.4272235606960473,0.9771896518868765,0.38249985755236926,0.866539899185227,0.5586641998909678,0.9148886925291091,0.7746219320259922,0.09112216422209496,0.3975512374593605,0.6410309277077754,0.003720383391030646,0.018399682329716338,0.6482720691222682,0.6927624781834351,0.7751369959705029,0.06307907347887665,0.23652733527581782,0.447006115300406,0.9134623028996265,0.3542689384120271,0.1679562431680599,0.9192626032053066,0.293024743162162,0.24045750210439343,0.780835210366418,0.2257464397544412,0.9490361970825618,0.30068692027283594,0.8204545668457632,0.30427953149574816,0.21018942922984518,0.3340176627675856,0.9200330149459893,0.03765839416294048,0.5317415423212548,2025-04-27 18:32:30.395189
